444,657
445,657
451,658
453,658
458,656
462,653
463,652
464,650
466,646
466,643
464,640
463,638
462,635
462,633
463,628
463,627
465,627
467,625
469,624
472,625
475,626
479,626
484,628
485,628
487,625
488,624
491,622
494,618
494,616
496,613
502,611
502,610
504,610
510,610
512,609
512,613
513,615
517,622
521,623
526,624
535,626
539,627
553,626
561,620
565,619
570,616
582,611
582,604
584,604
586,609
588,614
588,618
588,623
587,627
586,631
587,633
590,635
597,635
602,634
604,632
606,631
612,631
614,632
615,635
616,636
620,638
620,639
626,639
626,639
630,639
635,640
638,643
647,644
655,647
656,648
660,651
666,655
669,657
673,660
677,662
680,664
680,670
679,678
679,684
679,688
678,692
675,694
673,696
670,697
662,703
661,703
660,703
659,707
657,709
657,711
657,716
656,720
655,721
654,726
654,729
653,733
652,735
653,739
652,742
651,745
651,747
651,749
649,754
649,758
637,768
630,767
634,771
629,777
624,778
620,778
618,779
612,781
610,784
603,786
601,789
600,789
598,790
597,791
594,792
593,793
591,794
590,795
591,798
591,801
594,808
592,812
590,815
589,817
589,821
588,826
585,829
583,830
581,833
576,837
573,838
568,839
567,839
563,835
561,827
559,827
557,825
556,825
556,819
559,811
564,808
565,805
567,801
566,799
558,793
557,785
555,780
555,777
553,773
550,771
549,770
547,768
545,761
541,756
541,752
541,746
536,736
534,731
531,728
527,725
526,724
523,718
520,715
516,711
506,709
504,708
499,705
497,702
494,699
485,694
484,694
482,690
479,689
472,695
472,695
466,697
465,697
463,697
463,695
459,690
458,689
456,688
453,686
447,689
444,689
439,688
439,685
434,679
434,678
431,676
431,674
433,670
434,667
434,663
437,661
439,655
441,654
443,653
