argentina
brazil
venezuela
480, 730
397,629
393,632
390,635
388,637
385,642
385,645
385,649
385,654
385,657
387,658
388,659
388,662
386,663
385,665
384,670
384,670
382,674
382,678
384,680
388,680
389,682
390,686
392,689
393,692
394,694
396,697
398,698
400,702
401,707
402,710
406,712
413,717
413,718
416,728
418,729
419,731
420,732
425,736
428,739
430,740
436,744
437,745
447,749
449,749
451,749
454,750
458,749
462,747
463,747
466,749
467,750
471,756
473,759
474,762
474,764
481,768
482,768
483,766
484,765
486,765
489,765
496,765
501,767
512,772
513,773
520,775
521,777
524,780
528,781
534,786
538,789
539,790
542,796
542,798
544,801
547,801
548,798
552,795
552,793
552,790
552,788
548,782
547,778
540,776
537,773
536,769
534,765
534,759
534,757
534,750
532,748
530,745
527,743
524,740
520,734
517,727
515,723
514,722
506,717
502,715
500,714
498,712
495,709
493,707
487,703
484,700
480,700
478,700
477,704
475,706
471,707
464,707
459,707
457,706
455,702
454,700
454,698
453,697
449,697
445,698
442,698
436,697
436,695
432,692
428,688
425,685
425,682
423,679
422,673
422,669
426,667
427,664
431,661
432,660
434,655
435,654
436,654
438,652
439,649
434,649
433,649
431,648
430,645
426,645
424,642
423,640
420,640
419,639
417,638
413,635
410,635
407,635
404,632
403,632
401,631
400,630
398,629
397,629
