265,141
263,155
266,169
266,173
266,183
266,192
266,201
268,209
277,211
294,213
309,213
332,213
357,213
391,214
406,215
435,219
454,220
465,220
471,220
476,215
484,205
496,197
507,189
509,188
507,185
508,184
511,183
517,183
519,183
525,178
534,175
543,171
550,161
552,149
549,145
536,159
533,161
530,159
528,158
524,155
524,153
518,149
513,148
511,142
507,138
507,133
509,120
513,116
517,112
524,104
519,101
515,101
511,104
502,109
492,117
492,124
491,126
488,139
486,144
485,144
484,144
481,144
477,142
476,141
474,141
470,144
470,145
468,149
461,155
458,155
455,154
453,154
449,151
441,151
438,151
428,152
424,153
423,158
419,160
418,159
415,157
411,156
406,156
405,153
395,148
393,146
381,142
373,140
370,138
364,138
358,138
351,135
345,134
333,135
330,137
326,139
320,140
316,140
312,141
308,141
303,142
300,143
298,143
297,142
294,139
292,137
289,137
284,137
276,133
274,136
272,138
268,140
267,140
265,142
