northwest_territories
ontario
quebec
iceland
723, 101
680,256
666,253
665,248
660,244
656,237
652,228
648,219
648,215
645,211
644,203
644,199
644,184
647,176
647,171
645,166
644,162
644,154
646,145
646,137
643,126
638,122
635,117
632,114
627,110
622,108
618,104
613,103
610,103
602,103
599,103
591,103
583,103
576,101
565,93
565,89
568,84
570,81
576,76
576,73
580,71
584,69
587,70
589,70
591,68
592,66
594,63
593,54
600,52
607,52
616,50
618,48
622,46
629,43
632,41
637,38
639,36
648,36
655,36
661,36
663,36
672,35
677,33
682,33
686,31
695,29
696,29
697,28
700,25
701,22
701,19
701,18
706,14
711,12
716,12
717,12
724,10
736,6
740,5
751,6
754,8
755,7
758,5
760,5
762,7
767,14
773,14
780,14
785,14
791,19
799,20
805,22
809,24
813,24
820,25
828,28
828,32
828,38
826,42
826,45
830,45
831,45
842,39
847,37
855,38
863,41
865,42
865,48
862,50
854,55
851,55
849,56
847,57
845,60
844,62
841,65
838,69
834,72
834,72
833,76
833,79
833,81
834,86
835,89
832,97
833,98
833,101
834,103
835,106
835,111
836,113
835,117
833,121
827,127
827,127
825,129
820,134
818,136
818,140
818,145
818,148
815,154
815,156
811,160
807,159
807,157
799,156
798,160
801,162
801,164
798,169
797,171
793,174
790,176
787,176
787,176
780,179
777,180
766,180
766,180
763,184
761,185
755,188
755,188
750,190
750,190
748,192
742,195
738,195
732,197
728,200
717,202
714,202
711,202
711,206
708,210
707,210
707,213
705,218
703,221
702,222
700,223
699,230
695,234
695,237
694,239
692,243
691,245
689,247
688,248
685,252
682,254
682,254
