914, 397
837,368
836,368
835,370
833,372
832,374
831,376
830,378
830,379
830,382
830,384
829,388
829,390
830,394
830,395
831,399
831,401
831,402
834,400
835,398
841,399
845,400
845,400
847,403
848,405
848,408
851,410
853,413
853,415
853,417
856,421
858,423
860,424
860,426
863,430
864,430
866,433
867,435
870,438
870,438
872,443
872,443
872,443
875,446
875,448
875,449
874,452
874,453
871,453
869,453
865,455
863,455
860,455
860,457
859,458
859,459
860,462
863,462
863,463
865,464
867,465
869,465
870,465
872,466
873,465
874,463
876,460
876,459
879,458
880,457
883,455
883,454
885,452
886,450
886,448
886,447
886,446
886,445
887,445
890,445
892,445
892,443
892,440
892,436
892,434
890,433
888,431
888,428
885,427
884,425
883,423
882,422
880,421
879,420
877,418
877,417
874,416
873,415
872,412
871,409
869,407
866,403
866,402
864,397
864,393
867,391
868,392
873,399
875,406
877,406
880,410
883,413
889,422
890,424
893,428
895,434
897,437
903,446
904,449
904,458
906,464
906,467
908,468
910,469
912,467
914,462
915,457
917,455
918,452
918,448
916,446
914,446
914,443
914,441
915,440
917,441
919,442
920,439
921,438
921,436
923,433
925,430
925,428
926,425
926,424
927,423
928,421
929,418
931,412
932,410
934,407
936,405
937,400
939,398
940,396
940,394
942,391
941,391
938,388
938,384
935,381
934,378
933,374
933,372
933,366
931,362
929,360
927,359
922,356
919,356
918,356
917,357
915,357
913,361
911,363
909,368
908,371
907,373
906,375
905,378
904,378
902,381
896,383
894,383
891,383
885,383
882,384
880,383
879,379
879,375
879,371
879,367
879,365
876,363
874,362
873,362
869,362
867,363
864,366
864,368
862,369
860,369
855,369
852,370
852,370
850,370
845,370
844,370
839,369
837,367
