846,781
851,782
855,785
856,785
857,786
860,787
864,789
863,793
868,797
871,797
876,796
878,794
882,795
884,797
884,798
884,800
884,803
884,805
884,809
884,811
884,814
886,818
891,821
892,823
897,823
899,823
900,825
903,825
906,825
907,825
912,828
914,830
915,830
925,833
929,831
930,831
931,825
930,817
928,813
929,807
932,805
933,805
934,805
937,810
940,812
942,815
942,818
938,826
940,826
942,832
941,835
939,838
939,841
938,844
945,853
946,853
951,853
955,849
961,834
961,828
967,823
969,822
971,821
978,820
978,823
978,826
977,831
978,840
978,843
976,848
972,853
966,859
961,863
960,864
957,866
954,868
952,870
948,878
947,881
947,891
947,902
942,909
940,916
938,919
936,923
935,925
933,930
929,938
927,945
923,949
922,952
920,956
917,962
912,967
909,969
899,977
892,978
890,980
874,984
868,984
861,983
856,982
851,976
851,973
851,960
851,954
851,951
849,948
848,941
847,936
844,928
842,924
841,919
838,909
838,898
840,891
840,887
838,884
835,878
832,869
831,866
831,864
829,854
829,849
830,845
831,843
833,839
836,828
837,827
842,825
841,816
841,812
841,805
841,798
843,795
843,791
844,787
846,783
846,781
848,781
