western_australia
new_guinea
1497, 868
1400,793
1400,795
1400,799
1400,803
1401,807
1401,812
1403,815
1402,819
1402,820
1402,824
1402,826
1402,827
1402,831
1402,834
1403,838
1403,841
1403,842
1404,843
1404,844
1404,845
1405,845
1407,846
1413,846
1414,846
1418,846
1426,847
1428,847
1431,847
1441,847
1443,847
1446,847
1456,846
1457,846
1462,845
1464,846
1465,846
1465,851
1465,853
1467,858
1467,858
1467,864
1468,868
1469,872
1469,874
1468,881
1468,881
1468,890
1469,895
1469,897
1469,904
1468,913
1468,917
1468,922
1469,926
1471,931
1471,933
1473,933
1477,928
1479,928
1485,931
1492,934
1499,932
1504,929
1508,925
1512,923
1518,918
1523,915
1526,910
1527,907
1528,903
1531,899
1535,895
1537,891
1537,887
1537,880
1538,874
1540,870
1544,860
1544,857
1544,850
1540,845
1535,840
1531,836
1524,832
1521,829
1519,826
1517,825
1514,820
1513,819
1508,814
1506,811
1501,807
1500,804
1490,792
1492,788
1489,783
1486,783
1484,781
1484,779
1481,775
1477,771
1477,768
1476,766
1474,764
1471,764
1470,766
1469,769
1466,776
1466,785
1466,787
1465,791
1464,794
1462,795
1461,795
1456,795
1454,794
1451,794
1449,792
1444,788
1439,785
1439,784
1441,781
1441,779
1444,776
1444,773
1438,772
1432,772
1429,768
1427,767
1426,767
1424,767
1419,766
1418,767
1410,770
1408,773
1405,774
1402,776
1401,777
1399,780
1398,783
1398,789
